Time (ms),Rod Temperature,Green Cord Temperature,Average Temperature,Shade Openness,Motor Angle,Target Temperature,PID Error,PID Integral,PID Derivative,PID Output
2000.0,38.13,38.5,38.31,1.0,130.0,60.0,21.69,10.0,10.84,1.3
5095.0,38.13,38.0,38.06,1.0,130.0,60.0,21.94,10.0,0.08,1.13
7095.0,38.13,38.5,38.31,1.0,130.0,60.0,21.69,10.0,-0.12,1.12
9095.0,38.13,38.5,38.31,1.0,130.0,60.0,21.69,10.0,0.0,1.12
11095.0,38.13,38.75,38.44,1.0,130.0,60.0,21.56,10.0,-0.06,1.11
13095.0,38.13,38.75,38.44,1.0,130.0,60.0,21.56,10.0,0.0,1.11
15095.0,38.13,39.25,38.69,1.0,130.0,60.0,21.31,10.0,-0.12,1.1
17095.0,38.13,38.75,38.44,1.0,130.0,60.0,21.56,10.0,0.12,1.11
19095.0,38.13,39.0,38.56,1.0,130.0,60.0,21.44,10.0,-0.06,1.1
21095.0,38.13,39.0,38.56,1.0,130.0,60.0,21.44,10.0,0.0,1.11
23095.0,38.13,39.25,38.69,1.0,130.0,60.0,21.31,10.0,-0.06,1.1
25095.0,38.19,39.25,38.72,1.0,130.0,60.0,21.28,10.0,-0.02,1.1
27095.0,38.13,39.5,38.81,1.0,130.0,60.0,21.19,10.0,-0.05,1.09
29095.0,38.19,39.75,38.97,1.0,130.0,60.0,21.03,10.0,-0.08,1.08
31095.0,38.19,39.5,38.84,1.0,130.0,60.0,21.16,10.0,0.06,1.09
33095.0,38.25,39.75,39.0,1.0,130.0,60.0,21.0,10.0,-0.08,1.08
35095.0,38.31,39.75,39.03,1.0,130.0,60.0,20.97,10.0,-0.02,1.08
37095.0,38.31,40.0,39.16,1.0,130.0,60.0,20.84,10.0,-0.06,1.07
39095.0,38.38,40.0,39.19,1.0,130.0,60.0,20.81,10.0,-0.02,1.07
41095.0,38.44,40.25,39.34,1.0,130.0,60.0,20.66,10.0,-0.08,1.06
43095.0,38.44,40.25,39.34,1.0,130.0,60.0,20.66,10.0,0.0,1.07
45095.0,38.56,40.5,39.53,1.0,130.0,60.0,20.47,10.0,-0.09,1.06
47095.0,38.63,40.5,39.56,1.0,130.0,60.0,20.44,10.0,-0.02,1.05
49095.0,38.69,40.5,39.59,1.0,130.0,60.0,20.41,10.0,-0.02,1.05
51095.0,38.75,40.75,39.75,1.0,130.0,60.0,20.25,10.0,-0.08,1.04
53095.0,38.81,40.75,39.78,1.0,130.0,60.0,20.22,10.0,-0.02,1.04
55095.0,38.88,40.75,39.81,1.0,130.0,60.0,20.19,10.0,-0.02,1.04
57095.0,38.94,40.75,39.84,1.0,130.0,60.0,20.16,10.0,-0.02,1.04
59095.0,39.0,41.0,40.0,1.0,130.0,60.0,20.0,10.0,-0.08,1.03
61095.0,39.0,41.0,40.0,1.0,130.0,60.0,20.0,10.0,0.0,1.03
63095.0,39.06,41.0,40.03,1.0,130.0,60.0,19.97,10.0,-0.02,1.03
65095.0,39.19,41.25,40.22,1.0,130.0,60.0,19.78,10.0,-0.09,1.02
67095.0,39.19,41.5,40.34,1.0,130.0,60.0,19.66,10.0,-0.06,1.02
69095.0,39.31,41.25,40.28,1.0,130.0,60.0,19.72,10.0,0.03,1.02
71095.0,39.38,41.5,40.44,1.0,130.0,60.0,19.56,10.0,-0.08,1.01
73095.0,39.38,41.5,40.44,1.0,130.0,60.0,19.56,10.0,0.0,1.01
75095.0,39.5,41.5,40.5,1.0,130.0,60.0,19.5,10.0,-0.03,1.01
77095.0,39.56,41.75,40.66,1.0,130.0,60.0,19.34,10.0,-0.08,1.0
79095.0,39.63,41.75,40.69,1.0,130.0,60.0,19.31,10.0,-0.02,1.0
81095.0,39.69,41.75,40.72,1.0,130.0,60.0,19.28,10.0,-0.02,1.0
83095.0,39.75,42.0,40.88,1.0,130.0,60.0,19.12,10.0,-0.08,0.99
85095.0,39.81,42.0,40.91,1.0,130.0,60.0,19.09,10.0,-0.02,0.99
87095.0,39.88,42.0,40.94,1.0,130.0,60.0,19.06,10.0,-0.02,0.99
89095.0,39.94,42.0,40.97,1.0,130.0,60.0,19.03,10.0,-0.02,0.98
91095.0,40.0,42.0,41.0,1.0,130.0,60.0,19.0,10.0,-0.02,0.98
93095.0,40.06,42.0,41.03,1.0,130.0,60.0,18.97,10.0,-0.02,0.98
95095.0,40.13,42.25,41.19,1.0,130.0,60.0,18.81,10.0,-0.08,0.97
97095.0,40.19,42.0,41.09,1.0,130.0,60.0,18.91,10.0,0.05,0.98
99095.0,40.25,42.25,41.25,1.0,130.0,60.0,18.75,10.0,-0.08,0.97
101095.0,40.31,42.25,41.28,1.0,130.0,60.0,18.72,10.0,-0.02,0.97
103095.0,40.38,42.25,41.31,1.0,130.0,60.0,18.69,10.0,-0.02,0.97
105095.0,40.44,42.5,41.47,1.0,130.0,60.0,18.53,10.0,-0.08,0.96
107095.0,40.5,42.5,41.5,1.0,130.0,60.0,18.5,10.0,-0.02,0.96
109095.0,40.56,42.5,41.53,1.0,130.0,60.0,18.47,10.0,-0.02,0.96
111095.0,40.63,42.5,41.56,1.0,130.0,60.0,18.44,10.0,-0.02,0.95
113095.0,40.69,42.5,41.59,1.0,130.0,60.0,18.41,10.0,-0.02,0.95
115095.0,40.75,42.75,41.75,1.0,130.0,60.0,18.25,10.0,-0.08,0.94
117095.0,40.81,43.0,41.91,1.0,130.0,60.0,18.09,10.0,-0.08,0.94
119095.0,40.88,43.0,41.94,1.0,130.0,60.0,18.06,10.0,-0.02,0.94
121095.0,40.94,43.25,42.09,1.0,130.0,60.0,17.91,10.0,-0.08,0.93
123095.0,41.0,43.0,42.0,1.0,130.0,60.0,18.0,10.0,0.05,0.93
125095.0,41.06,43.25,42.16,1.0,130.0,60.0,17.84,10.0,-0.08,0.92
127095.0,41.13,43.25,42.19,1.0,130.0,60.0,17.81,10.0,-0.02,0.92
129095.0,41.19,43.25,42.22,1.0,130.0,60.0,17.78,10.0,-0.02,0.92
131095.0,41.25,43.25,42.25,1.0,130.0,60.0,17.75,10.0,-0.02,0.92
133095.0,41.31,43.5,42.41,1.0,130.0,60.0,17.59,10.0,-0.08,0.91
135095.0,41.38,43.5,42.44,1.0,130.0,60.0,17.56,10.0,-0.02,0.91
137095.0,41.44,43.75,42.59,1.0,130.0,60.0,17.41,10.0,-0.08,0.9
139095.0,41.5,43.75,42.63,1.0,130.0,60.0,17.37,10.0,-0.02,0.9
141095.0,41.56,43.75,42.66,1.0,130.0,60.0,17.34,10.0,-0.02,0.9
143095.0,41.63,43.75,42.69,1.0,130.0,60.0,17.31,10.0,-0.02,0.9
145095.0,41.69,43.75,42.72,1.0,130.0,60.0,17.28,10.0,-0.02,0.9
147095.0,41.75,44.0,42.88,1.0,130.0,60.0,17.12,10.0,-0.08,0.89
149095.0,41.81,44.25,43.03,1.0,130.0,60.0,16.97,10.0,-0.08,0.88
151095.0,41.88,44.0,42.94,1.0,130.0,60.0,17.06,10.0,0.05,0.89
153095.0,41.94,44.25,43.09,1.0,130.0,60.0,16.91,10.0,-0.08,0.88
155095.0,42.0,44.5,43.25,1.0,130.0,60.0,16.75,10.0,-0.08,0.87
157095.0,42.06,44.5,43.28,1.0,130.0,60.0,16.72,10.0,-0.02,0.87
159095.0,42.13,44.5,43.31,1.0,130.0,60.0,16.69,10.0,-0.02,0.87
161095.0,42.19,44.5,43.34,1.0,130.0,60.0,16.66,10.0,-0.02,0.87
163095.0,42.25,44.75,43.5,1.0,130.0,60.0,16.5,10.0,-0.08,0.86
165095.0,42.31,45.0,43.66,1.0,130.0,60.0,16.34,10.0,-0.08,0.85
167095.0,42.38,44.75,43.56,1.0,130.0,60.0,16.44,10.0,0.05,0.86
169095.0,42.44,45.0,43.72,1.0,130.0,60.0,16.28,10.0,-0.08,0.85
171095.0,42.5,45.0,43.75,1.0,130.0,60.0,16.25,10.0,-0.02,0.85
173095.0,42.56,45.25,43.91,1.0,130.0,60.0,16.09,10.0,-0.08,0.84
175095.0,42.63,45.0,43.81,1.0,130.0,60.0,16.19,10.0,0.05,0.84
177095.0,42.69,45.25,43.97,1.0,130.0,60.0,16.03,10.0,-0.08,0.83
179095.0,42.81,45.25,44.03,1.0,130.0,60.0,15.97,10.0,-0.03,0.83
181095.0,42.81,45.25,44.03,1.0,130.0,60.0,15.97,10.0,0.0,0.83
183095.0,42.88,45.5,44.19,1.0,130.0,60.0,15.81,10.0,-0.08,0.82
185095.0,42.94,45.25,44.09,1.0,130.0,60.0,15.91,10.0,0.05,0.83
187095.0,43.0,45.5,44.25,1.0,130.0,60.0,15.75,10.0,-0.08,0.82
189095.0,43.06,45.5,44.28,1.0,130.0,60.0,15.72,10.0,-0.02,0.82
191095.0,43.13,45.75,44.44,1.0,130.0,60.0,15.56,10.0,-0.08,0.81
193095.0,43.19,45.75,44.47,1.0,130.0,60.0,15.53,10.0,-0.02,0.81
195095.0,43.25,45.75,44.5,1.0,130.0,60.0,15.5,10.0,-0.02,0.81
197095.0,43.31,46.0,44.66,1.0,130.0,60.0,15.34,10.0,-0.08,0.8
199095.0,43.38,46.0,44.69,1.0,130.0,60.0,15.31,10.0,-0.02,0.8
201095.0,43.44,46.0,44.72,1.0,130.0,60.0,15.28,10.0,-0.02,0.8
203095.0,43.56,46.0,44.78,1.0,130.0,60.0,15.22,10.0,-0.03,0.79
205095.0,43.63,46.25,44.94,1.0,130.0,60.0,15.06,10.0,-0.08,0.79
207095.0,43.63,46.25,44.94,1.0,130.0,60.0,15.06,10.0,0.0,0.79
209095.0,43.69,46.25,44.97,1.0,130.0,60.0,15.03,10.0,-0.02,0.78
211095.0,43.75,46.5,45.13,1.0,130.0,60.0,14.88,10.0,-0.08,0.78
213095.0,43.81,46.5,45.16,1.0,130.0,60.0,14.84,10.0,-0.02,0.78
215095.0,43.88,46.5,45.19,1.0,130.0,60.0,14.81,10.0,-0.02,0.77
217095.0,43.94,46.5,45.22,1.0,130.0,60.0,14.78,10.0,-0.02,0.77
219095.0,44.06,46.75,45.41,1.0,130.0,60.0,14.59,10.0,-0.09,0.76
221095.0,44.06,46.75,45.41,1.0,130.0,60.0,14.59,10.0,0.0,0.76
223095.0,44.13,46.75,45.44,1.0,130.0,60.0,14.56,10.0,-0.02,0.76
225095.0,44.19,46.75,45.47,1.0,130.0,60.0,14.53,10.0,-0.02,0.76
227095.0,44.25,47.0,45.63,1.0,130.0,60.0,14.38,10.0,-0.08,0.75
229095.0,44.31,47.0,45.66,1.0,130.0,60.0,14.34,10.0,-0.02,0.75
231095.0,44.38,47.0,45.69,1.0,130.0,60.0,14.31,10.0,-0.02,0.75
233095.0,44.44,47.0,45.72,1.0,130.0,60.0,14.28,10.0,-0.02,0.75
235095.0,44.5,47.0,45.75,1.0,130.0,60.0,14.25,10.0,-0.02,0.75
237095.0,44.56,47.25,45.91,1.0,130.0,60.0,14.09,10.0,-0.08,0.74
239095.0,44.63,47.25,45.94,1.0,130.0,60.0,14.06,10.0,-0.02,0.74
241095.0,44.69,47.25,45.97,1.0,130.0,60.0,14.03,10.0,-0.02,0.73
243095.0,44.75,47.25,46.0,1.0,130.0,60.0,14.0,10.0,-0.02,0.73
245095.0,44.81,47.25,46.03,1.0,130.0,60.0,13.97,10.0,-0.02,0.73
247095.0,44.88,47.5,46.19,1.0,130.0,60.0,13.81,10.0,-0.08,0.72
249095.0,44.94,47.5,46.22,1.0,130.0,60.0,13.78,10.0,-0.02,0.72
251095.0,45.0,47.5,46.25,1.0,130.0,60.0,13.75,10.0,-0.02,0.72
253095.0,45.06,47.75,46.41,1.0,130.0,60.0,13.59,10.0,-0.08,0.71
255095.0,45.13,47.75,46.44,1.0,130.0,60.0,13.56,10.0,-0.02,0.71
257095.0,45.19,48.0,46.59,1.0,130.0,60.0,13.41,10.0,-0.08,0.7
259095.0,45.25,47.75,46.5,1.0,130.0,60.0,13.5,10.0,0.05,0.71
261095.0,45.31,48.0,46.66,1.0,130.0,60.0,13.34,10.0,-0.08,0.7
263095.0,45.38,48.0,46.69,1.0,130.0,60.0,13.31,10.0,-0.02,0.7
265095.0,45.44,48.0,46.72,1.0,130.0,60.0,13.28,10.0,-0.02,0.7
267095.0,45.5,48.25,46.88,1.0,130.0,60.0,13.13,10.0,-0.08,0.69
269095.0,45.56,48.25,46.91,1.0,130.0,60.0,13.09,10.0,-0.02,0.69
271095.0,45.63,48.5,47.06,1.0,130.0,60.0,12.94,10.0,-0.08,0.68
273095.0,45.69,48.25,46.97,1.0,130.0,60.0,13.03,10.0,0.05,0.69
275095.0,45.75,48.5,47.13,1.0,130.0,60.0,12.88,10.0,-0.08,0.68
277095.0,45.81,48.5,47.16,1.0,130.0,60.0,12.84,10.0,-0.02,0.68
279095.0,45.88,48.75,47.31,1.0,130.0,60.0,12.69,10.0,-0.08,0.67
281095.0,45.94,48.75,47.34,1.0,130.0,60.0,12.66,10.0,-0.02,0.67
283095.0,45.94,49.0,47.47,1.0,130.0,60.0,12.53,10.0,-0.06,0.66
285095.0,46.0,49.0,47.5,1.0,130.0,60.0,12.5,10.0,-0.02,0.66
287095.0,46.06,49.0,47.53,1.0,130.0,60.0,12.47,10.0,-0.02,0.66
289095.0,46.13,49.0,47.56,1.0,130.0,60.0,12.44,10.0,-0.02,0.65
291095.0,46.19,49.0,47.59,1.0,130.0,60.0,12.41,10.0,-0.02,0.65
293095.0,46.25,49.25,47.75,1.0,130.0,60.0,12.25,10.0,-0.08,0.64
295095.0,46.31,49.25,47.78,1.0,130.0,60.0,12.22,10.0,-0.02,0.64
297095.0,46.38,49.25,47.81,1.0,130.0,60.0,12.19,10.0,-0.02,0.64
299095.0,46.44,49.25,47.84,1.0,130.0,60.0,12.16,10.0,-0.02,0.64
301095.0,46.5,49.5,48.0,1.0,130.0,60.0,12.0,10.0,-0.08,0.63
303095.0,46.56,49.5,48.03,1.0,130.0,60.0,11.97,10.0,-0.02,0.63
305095.0,46.63,49.5,48.06,1.0,130.0,60.0,11.94,10.0,-0.02,0.63
307095.0,46.69,49.5,48.09,1.0,130.0,60.0,11.91,10.0,-0.02,0.63
309095.0,46.75,49.5,48.13,1.0,130.0,60.0,11.88,10.0,-0.02,0.63
311095.0,46.81,49.5,48.16,1.0,130.0,60.0,11.84,10.0,-0.02,0.63
313095.0,46.88,49.75,48.31,1.0,130.0,60.0,11.69,10.0,-0.08,0.62
315095.0,46.94,49.75,48.34,1.0,130.0,60.0,11.66,10.0,-0.02,0.62
317095.0,47.0,49.75,48.38,1.0,130.0,60.0,11.63,10.0,-0.02,0.61
319095.0,47.06,49.75,48.41,1.0,130.0,60.0,11.59,10.0,-0.02,0.61
321095.0,47.13,50.0,48.56,1.0,130.0,60.0,11.44,10.0,-0.08,0.6
323095.0,47.19,50.0,48.59,1.0,130.0,60.0,11.41,10.0,-0.02,0.6
325095.0,47.25,50.0,48.63,1.0,130.0,60.0,11.38,10.0,-0.02,0.6
327095.0,47.31,50.0,48.66,1.0,130.0,60.0,11.34,10.0,-0.02,0.6
329095.0,47.38,50.0,48.69,1.0,130.0,60.0,11.31,10.0,-0.02,0.6
331095.0,47.44,50.25,48.84,1.0,130.0,60.0,11.16,10.0,-0.08,0.59
333095.0,47.5,50.0,48.75,1.0,130.0,60.0,11.25,10.0,0.05,0.6
335095.0,47.56,50.25,48.91,1.0,130.0,60.0,11.09,10.0,-0.08,0.59
337095.0,47.63,50.25,48.94,1.0,130.0,60.0,11.06,10.0,-0.02,0.59
339095.0,47.69,50.25,48.97,1.0,130.0,60.0,11.03,10.0,-0.02,0.58
341095.0,47.69,50.25,48.97,1.0,130.0,60.0,11.03,10.0,0.0,0.58
343095.0,47.75,50.25,49.0,1.0,130.0,60.0,11.0,10.0,-0.02,0.58
345095.0,47.81,50.25,49.03,1.0,130.0,60.0,10.97,10.0,-0.02,0.58
347095.0,47.88,50.5,49.19,1.0,130.0,60.0,10.81,10.0,-0.08,0.57
349095.0,47.94,50.5,49.22,1.0,130.0,60.0,10.78,10.0,-0.02,0.57
351095.0,48.0,50.5,49.25,1.0,130.0,60.0,10.75,10.0,-0.02,0.57
353095.0,48.06,50.5,49.28,1.0,130.0,60.0,10.72,10.0,-0.02,0.57
355095.0,48.13,50.5,49.31,1.0,130.0,60.0,10.69,10.0,-0.02,0.57
357095.0,48.19,50.5,49.34,1.0,130.0,60.0,10.66,10.0,-0.02,0.57
359095.0,48.25,50.75,49.5,1.0,130.0,60.0,10.5,10.0,-0.08,0.56
361095.0,48.31,50.75,49.53,1.0,130.0,60.0,10.47,10.0,-0.02,0.56
363095.0,48.38,50.75,49.56,1.0,130.0,60.0,10.44,10.0,-0.02,0.55
365095.0,48.44,51.0,49.72,1.0,130.0,60.0,10.28,10.0,-0.08,0.55
367095.0,48.5,51.0,49.75,1.0,130.0,60.0,10.25,10.0,-0.02,0.55
369095.0,48.56,51.0,49.78,1.0,130.0,60.0,10.22,10.0,-0.02,0.54
371095.0,48.63,51.0,49.81,1.0,130.0,60.0,10.19,10.0,-0.02,0.54
373095.0,48.69,51.0,49.84,1.0,130.0,60.0,10.16,10.0,-0.02,0.54
375095.0,48.75,51.0,49.88,1.0,130.0,60.0,10.13,10.0,-0.02,0.54
377095.0,48.81,51.0,49.91,1.0,130.0,60.0,10.09,10.0,-0.02,0.54
379095.0,48.88,51.0,49.94,1.0,130.0,60.0,10.06,10.0,-0.02,0.54
381095.0,48.94,51.25,50.09,1.0,130.0,60.0,9.91,10.0,-0.08,0.53
383095.0,49.0,51.25,50.13,1.0,130.0,60.0,9.88,10.0,-0.02,0.53
385095.0,49.06,51.25,50.16,1.0,130.0,60.0,9.84,10.0,-0.02,0.53
387095.0,49.13,51.25,50.19,1.0,130.0,60.0,9.81,10.0,-0.02,0.52
389095.0,49.13,51.5,50.31,1.0,130.0,60.0,9.69,10.0,-0.06,0.52
391095.0,49.25,51.5,50.38,1.0,130.0,60.0,9.63,10.0,-0.03,0.51
393095.0,49.25,51.5,50.38,1.0,130.0,60.0,9.63,10.0,0.0,0.51
395095.0,49.31,51.5,50.41,1.0,130.0,60.0,9.59,10.0,-0.02,0.51
397095.0,49.38,51.75,50.56,1.0,130.0,60.0,9.44,10.0,-0.08,0.5
399095.0,49.44,51.5,50.47,1.0,130.0,60.0,9.53,10.0,0.05,0.51
401095.0,49.5,51.75,50.63,1.0,130.0,60.0,9.38,10.0,-0.08,0.5
403095.0,49.63,51.75,50.69,1.0,130.0,60.0,9.31,10.0,-0.03,0.5
405095.0,49.63,52.0,50.81,1.0,130.0,60.0,9.19,10.0,-0.06,0.49
407095.0,49.69,51.75,50.72,1.0,130.0,60.0,9.28,10.0,0.05,0.5
409095.0,49.75,52.0,50.88,1.0,130.0,60.0,9.13,10.0,-0.08,0.49
411095.0,49.81,52.0,50.91,1.0,130.0,60.0,9.09,10.0,-0.02,0.49
413095.0,49.88,52.0,50.94,1.0,130.0,60.0,9.06,10.0,-0.02,0.49
415095.0,49.88,52.25,51.06,1.0,130.0,60.0,8.94,10.0,-0.06,0.48
417095.0,49.94,52.0,50.97,1.0,130.0,60.0,9.03,10.0,0.05,0.49
419095.0,50.0,52.25,51.13,1.0,130.0,60.0,8.88,10.0,-0.08,0.48
421095.0,50.06,52.25,51.16,1.0,130.0,60.0,8.84,10.0,-0.02,0.48
423095.0,50.13,52.25,51.19,1.0,130.0,60.0,8.81,10.0,-0.02,0.47
425095.0,50.19,52.5,51.34,1.0,130.0,60.0,8.66,10.0,-0.08,0.46
427095.0,50.25,52.5,51.38,1.0,130.0,60.0,8.63,10.0,-0.02,0.46
429095.0,50.31,52.25,51.28,1.0,130.0,60.0,8.72,10.0,0.05,0.47
431095.0,50.38,52.5,51.44,1.0,130.0,60.0,8.56,10.0,-0.08,0.46
433095.0,50.44,52.5,51.47,1.0,130.0,60.0,8.53,10.0,-0.02,0.46
435095.0,50.5,52.5,51.5,1.0,130.0,60.0,8.5,10.0,-0.02,0.46
437095.0,50.63,52.75,51.69,1.0,130.0,60.0,8.31,10.0,-0.09,0.45
439095.0,50.69,52.5,51.59,1.0,130.0,60.0,8.41,10.0,0.05,0.45
441095.0,50.69,52.75,51.72,1.0,130.0,60.0,8.28,10.0,-0.06,0.45
443095.0,50.75,52.5,51.63,1.0,130.0,60.0,8.38,10.0,0.05,0.45
445095.0,50.81,52.75,51.78,1.0,130.0,60.0,8.22,10.0,-0.08,0.44
447095.0,50.88,52.75,51.81,1.0,130.0,60.0,8.19,10.0,-0.02,0.44
449095.0,50.88,53.0,51.94,1.0,130.0,60.0,8.06,10.0,-0.06,0.44
451095.0,50.94,53.25,52.09,1.0,130.0,60.0,7.91,10.0,-0.08,0.43
453095.0,51.0,53.25,52.13,1.0,130.0,60.0,7.88,10.0,-0.02,0.43
455095.0,51.06,53.5,52.28,1.0,130.0,60.0,7.72,10.0,-0.08,0.42
457095.0,51.06,53.25,52.16,1.0,130.0,60.0,7.84,10.0,0.06,0.43
459095.0,51.19,53.25,52.22,1.0,130.0,60.0,7.78,10.0,-0.03,0.42
461095.0,51.19,53.5,52.34,1.0,130.0,60.0,7.66,10.0,-0.06,0.42
463095.0,51.25,53.25,52.25,1.0,130.0,60.0,7.75,10.0,0.05,0.42
465095.0,51.31,53.75,52.53,1.0,130.0,60.0,7.47,10.0,-0.14,0.4
467095.0,51.38,53.75,52.56,1.0,130.0,60.0,7.44,10.0,-0.02,0.4
469095.0,51.44,53.5,52.47,1.0,130.0,60.0,7.53,10.0,0.05,0.41
471095.0,51.56,54.0,52.78,1.0,130.0,60.0,7.22,10.0,-0.16,0.39
473095.0,51.63,54.0,52.81,1.0,130.0,60.0,7.19,10.0,-0.02,0.39
475095.0,51.69,54.0,52.84,1.0,130.0,60.0,7.16,10.0,-0.02,0.39
477095.0,51.75,54.25,53.0,1.0,130.0,60.0,7.0,10.0,-0.08,0.38
479095.0,51.81,54.0,52.91,1.0,130.0,60.0,7.09,10.0,0.05,0.39
481095.0,51.88,54.0,52.94,1.0,130.0,60.0,7.06,10.0,-0.02,0.39
483095.0,51.88,54.25,53.06,1.0,130.0,60.0,6.94,10.0,-0.06,0.38
485095.0,51.94,54.25,53.09,1.0,130.0,60.0,6.91,10.0,-0.02,0.38
487095.0,51.94,54.25,53.09,1.0,130.0,60.0,6.91,10.0,0.0,0.38
489095.0,52.0,54.25,53.13,1.0,130.0,60.0,6.88,10.0,-0.02,0.38
491095.0,52.06,54.25,53.16,1.0,130.0,60.0,6.84,10.0,-0.02,0.38
493095.0,52.13,54.75,53.44,1.0,130.0,60.0,6.56,10.0,-0.14,0.36
495095.0,52.19,54.25,53.22,1.0,130.0,60.0,6.78,10.0,0.11,0.37
497095.0,52.25,54.5,53.38,1.0,130.0,60.0,6.63,10.0,-0.08,0.36
499095.0,52.25,54.5,53.38,1.0,130.0,60.0,6.63,10.0,0.0,0.36
501095.0,52.38,54.75,53.56,1.0,130.0,60.0,6.44,10.0,-0.09,0.35
503095.0,52.38,55.0,53.69,1.0,130.0,60.0,6.31,10.0,-0.06,0.35
505095.0,52.44,54.75,53.59,1.0,130.0,60.0,6.41,10.0,0.05,0.35
507095.0,52.5,55.0,53.75,1.0,130.0,60.0,6.25,10.0,-0.08,0.34
509095.0,52.56,55.0,53.78,1.0,130.0,60.0,6.22,10.0,-0.02,0.34
511095.0,52.56,55.25,53.91,1.0,130.0,60.0,6.09,10.0,-0.06,0.34
513095.0,52.69,55.0,53.84,1.0,130.0,60.0,6.16,10.0,0.03,0.34
515095.0,52.69,55.25,53.97,1.0,130.0,60.0,6.03,10.0,-0.06,0.33
517095.0,52.81,55.5,54.16,1.0,130.0,60.0,5.84,10.0,-0.09,0.32
519095.0,52.88,55.5,54.19,1.0,130.0,60.0,5.81,10.0,-0.02,0.32
521095.0,52.88,55.75,54.31,1.0,130.0,60.0,5.69,10.0,-0.06,0.32
523095.0,52.94,55.5,54.22,1.0,130.0,60.0,5.78,10.0,0.05,0.32
